Year,Race,TrackType,Driver,Team,GridPosition,QualifyingPosition,RacePosition,Status,TopSpeed,NetPositionGain
2024,United Kingdom,Permanent,SAI,Ferrari,7,7,5,Finished,307,2
2024,United Kingdom,Permanent,HUL,Haas F1 Team,6,6,6,Finished,305,0
2024,United Kingdom,Permanent,STR,Aston Martin,8,8,7,Finished,304,1
2024,United Kingdom,Permanent,ALO,Aston Martin,10,10,8,Finished,304,2
2024,United Kingdom,Permanent,ALB,Williams,9,9,9,Finished,308,0
2024,United Kingdom,Permanent,TSU,RB,13,13,10,Finished,301,3
2024,United Kingdom,Permanent,SAR,Williams,12,12,11,Finished,330,1
2024,United Kingdom,Permanent,MAG,Haas F1 Team,17,17,12,Finished,304,5
2024,United Kingdom,Permanent,RIC,RB,15,15,13,Lapped,303,
2024,United Kingdom,Permanent,LEC,Ferrari,11,11,14,Lapped,303,
2024,United Kingdom,Permanent,BOT,Kick Sauber,16,16,15,Lapped,298,
2024,United Kingdom,Permanent,OCO,Alpine,18,18,16,Lapped,302,
2024,United Kingdom,Permanent,PER,Red Bull Racing,20,19,17,Lapped,308,
2024,United Kingdom,Permanent,ZHO,Kick Sauber,14,14,18,Lapped,298,
2024,United Kingdom,Permanent,RUS,Mercedes,1,1,19,Retired,302,
2024,United Kingdom,Permanent,GAS,Alpine,19,20,20,Did not start,,
2024,Hungary,Permanent,PIA,McLaren,2,2,1,Finished,296,1
2024,Hungary,Permanent,NOR,McLaren,1,1,2,Finished,299,-1
2024,Hungary,Permanent,HAM,Mercedes,5,5,3,Finished,300,2
2024,Hungary,Permanent,LEC,Ferrari,6,6,4,Finished,300,2
2024,Hungary,Permanent,VER,Red Bull Racing,3,3,5,Finished,316,-2
2024,Hungary,Permanent,SAI,Ferrari,4,4,6,Finished,299,-2
2024,Hungary,Permanent,PER,Red Bull Racing,16,16,7,Finished,299,9
2024,Hungary,Permanent,RUS,Mercedes,17,17,8,Finished,297,9
2024,Hungary,Permanent,TSU,RB,10,10,9,Finished,296,1
2024,Hungary,Permanent,STR,Aston Martin,8,8,10,Finished,323,-2
2024,Hungary,Permanent,ALO,Aston Martin,7,7,11,Finished,298,-4
2024,Hungary,Permanent,RIC,RB,9,9,12,Lapped,296,
2024,Hungary,Permanent,HUL,Haas F1 Team,11,11,13,Lapped,306,
2024,Hungary,Permanent,ALB,Williams,13,13,14,Lapped,299,
2024,Hungary,Permanent,MAG,Haas F1 Team,15,15,15,Lapped,303,
2024,Hungary,Permanent,BOT,Kick Sauber,12,12,16,Lapped,299,
2024,Hungary,Permanent,SAR,Williams,14,14,17,Lapped,302,
2024,Hungary,Permanent,OCO,Alpine,19,19,18,Lapped,303,
2024,Hungary,Permanent,ZHO,Kick Sauber,18,18,19,Lapped,299,
2024,Hungary,Permanent,GAS,Alpine,20,20,20,Retired,298,
2024,Belgium,Permanent,HAM,Mercedes,3,4,1,Finished,323,2
2024,Belgium,Permanent,PIA,McLaren,5,6,2,Finished,325,3
2024,Belgium,Permanent,LEC,Ferrari,1,2,3,Finished,324,-2
2024,Belgium,Permanent,VER,Red Bull Racing,11,1,4,Finished,322,7
2024,Belgium,Permanent,NOR,McLaren,4,5,5,Finished,342,-1
2024,Belgium,Permanent,SAI,Ferrari,7,8,6,Finished,326,1
2024,Belgium,Permanent,PER,Red Bull Racing,2,3,7,Finished,319,-5
2024,Belgium,Permanent,ALO,Aston Martin,8,9,8,Finished,320,0
2024,Belgium,Permanent,OCO,Alpine,9,10,9,Finished,328,0
2024,Belgium,Permanent,RIC,RB,13,13,10,Finished,343,3
2024,Belgium,Permanent,STR,Aston Martin,15,15,11,Finished,322,4
2024,Belgium,Permanent,ALB,Williams,10,11,12,Finished,341,-2
2024,Belgium,Permanent,GAS,Alpine,12,12,13,Finished,339,-1
2024,Belgium,Permanent,MAG,Haas F1 Team,17,17,14,Finished,326,3
2024,Belgium,Permanent,BOT,Kick Sauber,14,14,15,Finished,342,-1
2024,Belgium,Permanent,TSU,RB,20,18,16,Finished,322,4
2024,Belgium,Permanent,SAR,Williams,18,19,17,Finished,346,1
2024,Belgium,Permanent,HUL,Haas F1 Team,16,16,18,Finished,324,-2
2024,Belgium,Permanent,ZHO,Kick Sauber,19,20,19,Retired,,
2024,Belgium,Permanent,RUS,Mercedes,6,7,20,Disqualified,325,
2024,Netherlands,Permanent,NOR,McLaren,1,1,1,Finished,310,0
2024,Netherlands,Permanent,VER,Red Bull Racing,2,2,2,Finished,304,0
2024,Netherlands,Permanent,LEC,Ferrari,6,6,3,Finished,311,3
2024,Netherlands,Permanent,PIA,McLaren,3,3,4,Finished,309,-1
2024,Netherlands,Permanent,SAI,Ferrari,10,10,5,Finished,320,5
2024,Netherlands,Permanent,PER,Red Bull Racing,5,5,6,Finished,314,-1
2024,Netherlands,Permanent,RUS,Mercedes,4,4,7,Finished,314,-3
2024,Netherlands,Permanent,HAM,Mercedes,14,11,8,Finished,313,6
2024,Netherlands,Permanent,GAS,Alpine,9,9,9,Lapped,307,
2024,Netherlands,Permanent,ALO,Aston Martin,7,7,10,Lapped,319,
2024,Netherlands,Permanent,HUL,Haas F1 Team,12,13,11,Lapped,312,
2024,Netherlands,Permanent,RIC,RB,13,15,12,Lapped,308,
2024,Netherlands,Permanent,STR,Aston Martin,8,8,13,Lapped,308,
2024,Netherlands,Permanent,ALB,Williams,19,10,14,Lapped,308,
2024,Netherlands,Permanent,OCO,Alpine,15,16,15,Lapped,308,
2024,Netherlands,Permanent,SAR,Williams,18,20,16,Lapped,312,
2024,Netherlands,Permanent,TSU,RB,11,12,17,Lapped,306,
2024,Netherlands,Permanent,MAG,Haas F1 Team,20,14,18,Lapped,311,
2024,Netherlands,Permanent,BOT,Kick Sauber,16,17,19,Lapped,305,
2024,Netherlands,Permanent,ZHO,Kick Sauber,17,18,20,Lapped,302,
2024,Italy,Permanent,LEC,Ferrari,4,4,1,Finished,341,3
2024,Italy,Permanent,PIA,McLaren,2,2,2,Finished,339,0
2024,Italy,Permanent,NOR,McLaren,1,1,3,Finished,339,-2
2024,Italy,Permanent,SAI,Ferrari,5,5,4,Finished,334,1
2024,Italy,Permanent,HAM,Mercedes,6,6,5,Finished,339,1
2024,Italy,Permanent,VER,Red Bull Racing,7,7,6,Finished,333,1
2024,Italy,Permanent,RUS,Mercedes,3,3,7,Finished,339,-4
2024,Italy,Permanent,PER,Red Bull Racing,8,8,8,Finished,334,0
2024,Italy,Permanent,ALB,Williams,9,9,9,Finished,336,0
2024,Italy,Permanent,MAG,Haas F1 Team,13,13,10,Finished,336,3
2024,Italy,Permanent,ALO,Aston Martin,11,11,11,Finished,349,0
2024,Italy,Permanent,COL,Williams,18,18,12,Finished,338,6
2024,Italy,Permanent,RIC,RB,12,12,13,Finished,334,-1
2024,Italy,Permanent,OCO,Alpine,15,15,14,Lapped,334,
2024,Italy,Permanent,GAS,Alpine,14,14,15,Lapped,335,
2024,Italy,Permanent,BOT,Kick Sauber,19,19,16,Lapped,334,
2024,Italy,Permanent,HUL,Haas F1 Team,10,10,17,Lapped,337,
2024,Italy,Permanent,ZHO,Kick Sauber,20,20,18,Lapped,329,
2024,Italy,Permanent,STR,Aston Martin,17,17,19,Lapped,337,
2024,Italy,Permanent,TSU,RB,16,16,20,Retired,353,
2024,Azerbaijan,Street,PIA,McLaren,2,2,1,Finished,328,1
2024,Azerbaijan,Street,LEC,Ferrari,1,1,2,Finished,343,-1
2024,Azerbaijan,Street,RUS,Mercedes,5,5,3,Finished,329,2
2024,Azerbaijan,Street,NOR,McLaren,15,16,4,Finished,326,11
2024,Azerbaijan,Street,VER,Red Bull Racing,6,6,5,Finished,326,1
2024,Azerbaijan,Street,ALO,Aston Martin,7,8,6,Finished,326,1
2024,Azerbaijan,Street,ALB,Williams,9,10,7,Finished,327,2
2024,Azerbaijan,Street,COL,Williams,8,9,8,Finished,329,0
2024,Azerbaijan,Street,HAM,Mercedes,19,7,9,Finished,334,10
2024,Azerbaijan,Street,BEA,Haas F1 Team,10,11,10,Finished,330,0
2024,Azerbaijan,Street,HUL,Haas F1 Team,12,13,11,Finished,330,1
2024,Azerbaijan,Street,GAS,Alpine,18,15,12,Finished,323,6
2024,Azerbaijan,Street,RIC,RB,14,15,13,Finished,323,1
2024,Azerbaijan,Street,ZHO,Kick Sauber,17,18,14,Finished,327,3
2024,Azerbaijan,Street,OCO,Alpine,20,19,15,Lapped,323,
2024,Azerbaijan,Street,BOT,Kick Sauber,16,17,16,Lapped,325,
2024,Azerbaijan,Street,PER,Red Bull Racing,4,4,17,Finished,345,-13
2024,Azerbaijan,Street,SAI,Ferrari,3,3,18,Finished,331,-15
2024,Azerbaijan,Street,STR,Aston Martin,13,14,19,Finished,342,-6
2024,Azerbaijan,Street,TSU,RB,11,12,20,Retired,326,
2024,Singapore,Street,NOR,McLaren,1,1,1,Finished,292,0
2024,Singapore,Street,VER,Red Bull Racing,2,2,2,Finished,291,0
2024,Singapore,Street,PIA,McLaren,5,5,3,Finished,292,2
2024,Singapore,Street,RUS,Mercedes,4,4,4,Finished,293,0
2024,Singapore,Street,LEC,Ferrari,9,9,5,Finished,295,4
2024,Singapore,Street,HAM,Mercedes,3,3,6,Finished,293,-3
2024,Singapore,Street,SAI,Ferrari,10,10,7,Finished,290,3
2024,Singapore,Street,ALO,Aston Martin,7,7,8,Lapped,297,
2024,Singapore,Street,HUL,Haas F1 Team,6,6,9,Lapped,295,
2024,Singapore,Street,PER,Red Bull Racing,13,13,10,Lapped,309,
2024,Singapore,Street,COL,Williams,12,12,11,Lapped,287,
2024,Singapore,Street,TSU,RB,8,8,12,Lapped,291,
2024,Singapore,Street,OCO,Alpine,15,15,13,Lapped,289,
2024,Singapore,Street,STR,Aston Martin,17,17,14,Lapped,295,
2024,Singapore,Street,ZHO,Kick Sauber,20,20,15,Lapped,290,
2024,Singapore,Street,BOT,Kick Sauber,19,19,16,Lapped,310,
2024,Singapore,Street,GAS,Alpine,18,18,17,Lapped,292,
2024,Singapore,Street,RIC,RB,16,16,18,Lapped,293,
2024,Singapore,Street,MAG,Haas F1 Team,14,14,19,Finished,299,-5
2024,Singapore,Street,ALB,Williams,11,11,20,Retired,283,
2024,United States,Permanent,LEC,Ferrari,4,4,1,Finished,314,3
2024,United States,Permanent,SAI,Ferrari,3,3,2,Finished,316,1
2024,United States,Permanent,VER,Red Bull Racing,2,2,3,Finished,312,-1
2024,United States,Permanent,NOR,McLaren,1,1,4,Finished,311,-3
2024,United States,Permanent,PIA,McLaren,5,5,5,Finished,311,0
2024,United States,Permanent,RUS,Mercedes,20,6,6,Finished,317,14
2024,United States,Permanent,PER,Red Bull Racing,9,10,7,Finished,309,2
2024,United States,Permanent,HUL,Haas F1 Team,11,12,8,Finished,307,3
2024,United States,Permanent,LAW,RB,19,15,9,Finished,311,10
2024,United States,Permanent,COL,Williams,15,17,10,Finished,309,5
2024,United States,Permanent,MAG,Haas F1 Team,8,9,11,Finished,304,-3
2024,United States,Permanent,GAS,Alpine,6,7,12,Finished,311,-6
2024,United States,Permanent,ALO,Aston Martin,7,8,13,Lapped,306,
2024,United States,Permanent,TSU,RB,10,11,14,Lapped,311,
2024,United States,Permanent,STR,Aston Martin,13,14,15,Lapped,308,
2024,United States,Permanent,ALB,Williams,14,16,16,Lapped,310,
2024,United States,Permanent,BOT,Kick Sauber,16,18,17,Lapped,310,
2024,United States,Permanent,OCO,Alpine,12,13,18,Lapped,311,
2024,United States,Permanent,ZHO,Kick Sauber,18,20,19,Lapped,311,
2024,United States,Permanent,HAM,Mercedes,17,19,20,Retired,,
2024,Mexico City,Permanent,SAI,Ferrari,1,1,1,Finished,330,0
2024,Mexico City,Permanent,NOR,McLaren,3,3,2,Finished,328,1
2024,Mexico City,Permanent,LEC,Ferrari,4,4,3,Finished,333,1
2024,Mexico City,Permanent,HAM,Mercedes,6,6,4,Finished,349,2
2024,Mexico City,Permanent,RUS,Mercedes,5,5,5,Finished,328,0
2024,Mexico City,Permanent,VER,Red Bull Racing,2,2,6,Finished,329,-4
2024,Mexico City,Permanent,MAG,Haas F1 Team,7,7,7,Finished,332,0
2024,Mexico City,Permanent,PIA,McLaren,17,17,8,Finished,328,9
2024,Mexico City,Permanent,HUL,Haas F1 Team,10,10,9,Lapped,330,
2024,Mexico City,Permanent,GAS,Alpine,8,8,10,Lapped,353,
2024,Mexico City,Permanent,STR,Aston Martin,14,14,11,Lapped,331,
2024,Mexico City,Permanent,COL,Williams,16,16,12,Lapped,330,
2024,Mexico City,Permanent,OCO,Alpine,0,19,13,Lapped,352,
2024,Mexico City,Permanent,BOT,Kick Sauber,15,15,14,Lapped,322,
2024,Mexico City,Permanent,ZHO,Kick Sauber,19,20,15,Lapped,326,
2024,Mexico City,Permanent,LAW,RB,12,12,16,Lapped,329,
2024,Mexico City,Permanent,PER,Red Bull Racing,18,18,17,Lapped,327,
2024,Mexico City,Permanent,ALO,Aston Martin,13,13,18,Retired,329,
2024,Mexico City,Permanent,ALB,Williams,9,9,19,Retired,,
2024,Mexico City,Permanent,TSU,RB,11,11,20,Retired,,
2024,São Paulo,Permanent,VER,Red Bull Racing,17,12,1,Finished,311,16
2024,São Paulo,Permanent,OCO,Alpine,4,4,2,Finished,308,2
2024,São Paulo,Permanent,GAS,Alpine,13,15,3,Finished,310,10
2024,São Paulo,Permanent,RUS,Mercedes,2,2,4,Finished,315,-2
2024,São Paulo,Permanent,LEC,Ferrari,6,6,5,Finished,311,1
2024,São Paulo,Permanent,NOR,McLaren,1,1,6,Finished,310,-5
2024,São Paulo,Permanent,TSU,RB,3,3,7,Finished,309,-4
2024,São Paulo,Permanent,PIA,McLaren,8,8,8,Finished,311,0
2024,São Paulo,Permanent,LAW,RB,5,5,9,Finished,310,-4
2024,São Paulo,Permanent,HAM,Mercedes,14,16,10,Finished,316,4
2024,São Paulo,Permanent,PER,Red Bull Racing,12,13,11,Finished,315,1
2024,São Paulo,Permanent,BEA,Haas F1 Team,15,17,12,Finished,310,3
2024,São Paulo,Permanent,BOT,Kick Sauber,11,11,13,Finished,303,-2
2024,São Paulo,Permanent,ALO,Aston Martin,9,9,14,Finished,307,-5
2024,São Paulo,Permanent,ZHO,Kick Sauber,19,20,15,Finished,302,4
2024,São Paulo,Permanent,SAI,Ferrari,20,14,16,Retired,314,
2024,São Paulo,Permanent,COL,Williams,16,18,17,Retired,312,
2024,São Paulo,Permanent,ALB,Williams,7,7,18,Did not start,,
2024,São Paulo,Permanent,STR,Aston Martin,10,10,19,Did not start,,
2024,São Paulo,Permanent,HUL,Haas F1 Team,18,19,20,Disqualified,310,
2024,Las Vegas,Hybrid,RUS,Mercedes,1,1,1,Finished,339,0
2024,Las Vegas,Hybrid,HAM,Mercedes,10,10,2,Finished,340,8
2024,Las Vegas,Hybrid,SAI,Ferrari,2,2,3,Finished,338,-1
2024,Las Vegas,Hybrid,LEC,Ferrari,4,4,4,Finished,351,0
2024,Las Vegas,Hybrid,VER,Red Bull Racing,5,5,5,Finished,351,0
2024,Las Vegas,Hybrid,NOR,McLaren,6,6,6,Finished,339,0
2024,Las Vegas,Hybrid,PIA,McLaren,8,8,7,Finished,339,1
2024,Las Vegas,Hybrid,HUL,Haas F1 Team,9,9,8,Finished,337,1
2024,Las Vegas,Hybrid,TSU,RB,7,7,9,Finished,337,-2
2024,Las Vegas,Hybrid,PER,Red Bull Racing,15,16,10,Finished,334,5
2024,Las Vegas,Hybrid,ALO,Aston Martin,16,17,11,Finished,343,5
2024,Las Vegas,Hybrid,MAG,Haas F1 Team,12,12,12,Finished,341,0
2024,Las Vegas,Hybrid,ZHO,Kick Sauber,13,13,13,Finished,337,0
2024,Las Vegas,Hybrid,COL,Williams,20,14,14,Finished,342,6
2024,Las Vegas,Hybrid,STR,Aston Martin,18,20,15,Finished,340,3
2024,Las Vegas,Hybrid,LAW,RB,14,15,16,Finished,333,-2
2024,Las Vegas,Hybrid,OCO,Alpine,11,11,17,Lapped,339,
2024,Las Vegas,Hybrid,BOT,Kick Sauber,19,19,18,Lapped,333,
2024,Las Vegas,Hybrid,ALB,Williams,17,18,19,Retired,335,
2024,Las Vegas,Hybrid,GAS,Alpine,3,3,20,Retired,339,
2024,Qatar,Permanent,VER,Red Bull Racing,2,1,1,Finished,303,1
2024,Qatar,Permanent,LEC,Ferrari,5,5,2,Finished,302,3
2024,Qatar,Permanent,PIA,McLaren,4,4,3,Finished,306,1
2024,Qatar,Permanent,RUS,Mercedes,1,2,4,Finished,310,-3
2024,Qatar,Permanent,GAS,Alpine,11,11,5,Finished,304,6
2024,Qatar,Permanent,SAI,Ferrari,7,7,6,Finished,322,1
2024,Qatar,Permanent,ALO,Aston Martin,8,8,7,Finished,307,1
2024,Qatar,Permanent,ZHO,Kick Sauber,12,12,8,Finished,303,4
2024,Qatar,Permanent,MAG,Haas F1 Team,10,10,9,Finished,306,1
2024,Qatar,Permanent,NOR,McLaren,3,3,10,Finished,305,-7
2024,Qatar,Permanent,BOT,Kick Sauber,13,13,11,Finished,316,2
2024,Qatar,Permanent,HAM,Mercedes,6,6,12,Finished,308,-6
2024,Qatar,Permanent,TSU,RB,14,14,13,Finished,329,1
2024,Qatar,Permanent,LAW,RB,17,17,14,Finished,328,3
2024,Qatar,Permanent,ALB,Williams,16,16,15,Lapped,302,
2024,Qatar,Permanent,HUL,Haas F1 Team,18,18,16,Retired,305,
2024,Qatar,Permanent,PER,Red Bull Racing,9,9,17,Retired,305,
2024,Qatar,Permanent,STR,Aston Martin,15,15,18,Retired,,
2024,Qatar,Permanent,COL,Williams,19,19,19,Retired,,
2024,Qatar,Permanent,OCO,Alpine,20,20,20,Retired,,
2024,Abu Dhabi,Permanent,NOR,McLaren,1,1,1,Finished,316,0
2024,Abu Dhabi,Permanent,SAI,Ferrari,3,3,2,Finished,316,1
2024,Abu Dhabi,Permanent,LEC,Ferrari,19,14,3,Finished,314,16
2024,Abu Dhabi,Permanent,HAM,Mercedes,16,18,4,Finished,315,12
2024,Abu Dhabi,Permanent,RUS,Mercedes,6,7,5,Finished,314,1
2024,Abu Dhabi,Permanent,VER,Red Bull Racing,4,5,6,Finished,316,-2
2024,Abu Dhabi,Permanent,GAS,Alpine,5,6,7,Finished,306,-2
2024,Abu Dhabi,Permanent,HUL,Haas F1 Team,7,4,8,Finished,329,-1
2024,Abu Dhabi,Permanent,ALO,Aston Martin,8,8,9,Finished,329,-1
2024,Abu Dhabi,Permanent,PIA,McLaren,2,2,10,Finished,311,-8
2024,Abu Dhabi,Permanent,ALB,Williams,18,16,11,Lapped,314,
2024,Abu Dhabi,Permanent,TSU,RB,11,11,12,Lapped,310,
2024,Abu Dhabi,Permanent,ZHO,Kick Sauber,15,17,13,Lapped,313,
2024,Abu Dhabi,Permanent,STR,Aston Martin,13,13,14,Lapped,310,
2024,Abu Dhabi,Permanent,DOO,Alpine,17,20,15,Lapped,311,
2024,Abu Dhabi,Permanent,MAG,Haas F1 Team,14,15,16,Lapped,317,
2024,Abu Dhabi,Permanent,LAW,RB,12,12,17,Finished,309,-5
2024,Abu Dhabi,Permanent,BOT,Kick Sauber,9,9,18,Retired,308,
2024,Abu Dhabi,Permanent,COL,Williams,20,19,19,Retired,313,
2024,Abu Dhabi,Permanent,PER,Red Bull Racing,10,10,20,Retired,,
